Compute ID ,Version,Provider For Query ,GENUNIID,Component Type ,Query ID,Object Status,READMODE,ABAP Code,Created By ,Generation Time ,Generation Date (Last Execution Time),Last Used By ,Definition Changed Time ,Last Chnaged Date,Last Change Of Query Runtime Obj
3JYSXH7430JPPJV70EL06JJII,D,0PE_C03,,REP,0PE_C03_001,INA,H,GP44J6OA5Q3EB0DP60RP183WJUY,SAP,"2,00,00,51,11,52,721",20000511,SAP,"2,00,00,51,11,53,611",20000511,0
DOZSBJQCBKX6HMPJGFNARTQUF,D,0PE_C01,,REP,0PE_C01_Q1002,ACT,H,GPELTXJ8JLTSC0X9L1ZH3YTDTFL,SAP,"2,00,20,81,61,05,948",20020816,SAP,"2,00,20,81,61,11,907",20020816,0
4U5NQJ36CNXAZ15VDEDD6WHFF,D,0PE_C01,,REP,0PE_C01_Q1001,ACT,H,GP0BDCID9Z0PZHKG6PMSGC0X58V,SAP,"2,00,20,50,11,52,823",20020501,SAP,"2,00,20,81,61,12,414",20020816,0
1KFX5I5I8R9WZWS5SGIZZ5EN4,D,0PE_C01,,REP,0PE_C01_Q1000,ACT,H,GP809NGO4ANEXPCJPKYMZHI66A4,SAP,"2,00,20,82,01,51,544",20020820,SAP,"2,00,20,82,01,55,318",20020820,0
4OYYIUAT0PH05TMXB6PTG7UUQ,D,0PE_C01,,REP,0PE_C01_Q0203,ACT,H,GPEFI5J7NDQFGCWJ2EHS17Q7KWI,SAP,"2,00,30,22,70,75,456",20030227,SAP,"2,00,30,31,01,01,332",20030310,0
35K2O7BDCS7KFCWBS2A7JT4OI,D,0PE_C01,,REP,0PE_C01_Q0202,ACT,H,GP594YZUWYQU6LU5E62O3RC1RWY,SAP,"2,00,30,22,70,74,843",20030227,SAP,"2,00,30,31,01,01,258",20030310,0
0O1KG8YFQR3EE58QUEI8683XU,D,0PE_C01,,REP,0PE_C01_Q0201,INA,H,GP2VQG49F6K5QHEYP0VSC30KJJM,SAP,"2,00,30,11,61,04,326",20030116,SAP,"2,00,30,21,81,30,912",20030218,0
BLNXU7ANJFAUB5Y18CA4M7E2E,D,0PE_C01,,REP,0PE_C01_Q0200,INA,H,GPCS6CM1ZPEY8NJ20S7PDR1D2MQ,SAP,"2,00,30,12,31,41,946",20030123,SAP,"2,00,30,21,31,12,025",20030213,0
0VTARL55GRFBOT1DAFXE836OV,D,0PE_C01,,REP,0PE_C01_Q013,ACT,X,GPEAG5Y5O097KJ174EK1VYEOT53,SAP,"1,99,90,82,61,61,034",19990826,SAP,"1,99,90,82,61,61,034",19990826,0
EVKAXA1Q3YRAMD3F8VXI61CPR,D,0PE_C01,,REP,0PE_C01_Q012,ACT,X,GPDN06BI3H60F5GB487T3754QDJ,SAP,"1,99,90,82,61,60,929",19990826,SAP,"1,99,90,82,61,60,929",19990826,0
B6A3NHX9LCBHG6DUPWUTK9WGV,D,0PE_C01,,REP,0PE_C01_Q011,ACT,X,GP3920R6K428WY0TG8GINST4O07,SAP,"1,99,90,82,61,60,619",19990826,SAP,"1,99,90,82,61,60,619",19990826,0
D2A9FF39S2L9FO1N7EYEA1ZD8,D,0PE_C01,,REP,0PE_C01_Q0101,ACT,H,GP60HV3SFII8PZX0W17RE2KHZRG,SAP,"2,00,20,91,11,71,558",20020911,SAP,"2,00,20,91,11,71,648",20020911,0
2RZN4XRNYC1SUHOSGD4TUJUSF,D,0PE_C01,,REP,0PE_C01_Q010,ACT,X,GPEQIMP7LSDEY22V2Z6KDKFWU4N,SAP,"1,99,90,82,61,60,132",19990826,SAP,"1,99,90,82,61,60,132",19990826,0
2X26L0OSMMHT87QDDADBKMOBJ,D,0PE_C01,,REP,0PE_C01_Q009,ACT,X,GPE7C3D7YG0ZA0SBFX9MZUV01ON,SAP,"1,99,90,82,61,60,004",19990826,SAP,"1,99,90,82,61,60,004",19990826,0
6RJLH1WEZ5HFOR7RWSHPNVNOF,D,0PE_C01,,REP,0PE_C01_Q008,ACT,X,GPDQAA6K9P1XCNMXZFKDBO4EWEF,SAP,"1,99,90,82,61,55,853",19990826,SAP,"1,99,90,82,61,55,853",19990826,0
8F9FKHOIE8P6RWYELTH84QV8F,D,0PE_C01,,REP,0PE_C01_Q007,ACT,X,GPACSVQMHUV64FG5LFFTWU3Z893,SAP,"1,99,90,82,61,53,625",19990826,SAP,"1,99,90,82,61,53,625",19990826,0
5THH1VEE1G3OGCXP8UA72IK67,D,0PE_C01,,REP,0PE_C01_Q006,ACT,X,GPAGPD1RFJDTWHAFSLCYWKARUYV,SAP,"1,99,90,82,31,34,840",19990823,SAP,"1,99,90,82,31,34,840",19990823,0
7V9T33184A2HDZMW7AA2IEJKV,D,0PE_C01,,REP,0PE_C01_Q005,ACT,X,GP8RB5HPXXWZ9M4XIS5019WWZGN,SAP,"1,99,90,82,61,53,110",19990826,SAP,"1,99,90,82,61,53,110",19990826,0
3Q2YPTRO3K7JBYVLB6NFJRICF,D,0PE_C01,,REP,0PE_C01_Q004,ACT,H,GPB868VZ9KUD9F7Q57PZF7L42GP,SAP,"2,00,20,20,81,50,357",20020208,SAP,"2,00,20,20,81,51,735",20020208,0
AYV5ZN4KD931VY5N0JTVGUC2N,D,0PE_C01,,REP,0PE_C01_Q003,ACT,X,GP5PU3ERBGJ61OTOTSPN1V57W5J,SAP,"1,99,90,82,31,33,136",19990823,SAP,"1,99,90,82,31,33,136",19990823,0
2MCGBD9D5JXHTGQAGZ1AX9ZFJ,D,0PE_C01,,REP,0PE_C01_Q002,ACT,H,GPBGU9WY1XNWEZOJXJ292JNRDE2,SAP,"2,00,00,33,00,95,015",20000330,SAP,"2,00,00,51,10,95,236",20000511,0
73M941TTZD4RXFK2WI8H38UQN,D,0PE_C01,,REP,0PE_C01_Q001,ACT,X,GP7ZLERZ2QA4XWGFFATPZP6QZD3,SAP,"1,99,90,82,61,35,943",19990826,SAP,"1,99,90,82,61,35,943",19990826,0
0RN0EAPTKLWENNQEKW7HDP02F,D,0PD_DS07,,REP,0PD_O07_Q0001,INA,H,,SAP,0,0,SAP,"2,00,50,72,51,50,952",20050725,0
8CK2ENTZ4EMPPE15IXISCBUZC,D,0PD_DS06,,REP,0PD_O06_Q0004,ACT,H,GP62NWU6AUQME20196XQ263FDLI,SAP,"2,00,50,72,71,40,244",20050727,SAP,"2,00,50,72,71,35,600",20050727,"2,00,50,72,71,40,244"
6OVQ9CXCPPVXOKXFKHO4R9UHK,D,0PD_DS06,,REP,0PD_O06_Q0003,ACT,H,GPAAMUV1NT187GRV9EJK5B27ZIU,SAP,"2,00,50,72,51,45,551",20050725,SAP,"2,00,50,70,11,44,530",20050701,"2,00,50,72,51,45,551"
10A01GOD12RJW3FJ59LVW832W,D,0PD_DS06,,REP,0PD_O06_Q0002,ACT,H,GP8EFM2W6DJCORRTO60JRYCVNO6,SAP,"2,00,50,72,71,41,923",20050727,SAP,"2,00,50,72,71,41,846",20050727,"2,00,50,72,71,41,923"
0Z2938V4Z32WZ8SZS4ON02WM0,D,0PD_DS06,,REP,0PD_O06_Q0001,ACT,H,GPALNOH1PBLWCN2K3LYQGREOV4M,SAP,"2,00,50,72,80,90,136",20050728,SAP,"2,00,50,72,71,35,700",20050727,"2,00,50,72,80,90,136"
4MAWNL1KB4CGA4057VICTVLW8,D,0PD_DS05,,REP,0PD_O05_Q0001,ACT,H,GP412EKEJBK7LZSQTZ4XWES91XB,SAP,"2,00,60,31,01,32,747",20060310,SAP,"2,00,50,72,71,40,746",20050727,"2,00,60,31,01,32,747"
5F3PCPSUVGMSGVW6VXJP6PE3B,D,0PD_DS04,,REP,0PD_O04_Q0001,ACT,H,GPEHMHUWG2QW9WUWKA01ENBZUS7,SAP,"2,00,50,83,11,50,003",20050831,SAP,"2,00,50,72,81,65,950",20050728,"2,00,50,83,11,50,003"
EV1GUXFHFY9B8HJXY0EASN1XY,D,0PD_DS03,,REP,0PD_O03_Q0001,ACT,H,GP5K98XWII02AJBM91YIL7R01AU,SAP,"2,00,50,72,81,65,951",20050728,SAP,"2,00,50,80,90,92,825",20050809,"2,00,50,80,90,93,410"
A62X1ZFQQAMV7KL2FJH3GOL93,D,0PD_DS02,,REP,0PD_O02_Q0003,ACT,H,GP3YYO9DQEMMBKQXZ6DX2T8EJ28,SAP,"2,00,50,83,11,55,449",20050831,SAP,"2,00,50,72,80,90,312",20050728,"2,00,50,83,11,55,449"
3U177FM7YGD3U72ZO2M3C2R2V,D,0PD_DS02,,REP,0PD_O02_Q0002,ACT,H,GP6N704VBBSJHHYUZ9MB1K1IBVA,SAP,"2,00,50,72,81,41,428",20050728,SAP,"2,00,50,72,81,41,403",20050728,"2,00,50,72,81,41,428"
8DZD5WBYFZ1SFY2X3IBSCVSEU,D,0PD_DS02,,REP,0PD_O02_Q0001,ACT,H,GPE9AFG2RXYZZAF7RRPDCGPR5HY,SAP,"2,00,50,72,80,85,152",20050728,SAP,"2,00,50,72,80,85,229",20050728,"2,00,50,72,80,85,247"
DEZ28DXJ0NGC6GERSTFIAEGM0,D,0PD_DS01,,REP,0PD_O01_Q0001,ACT,H,GP412E0ONN8BCRFNFBVFJLKPPMN,SAP,"2,00,60,31,01,15,904",20060310,SAP,"2,00,60,32,01,15,346",20060320,"2,00,60,32,01,15,349"
5T88XGQ4MOV9QAPN1IH5LSK2G,D,0PD_CONCTPL,,REP,0PD_I04_Q0001,INA,H,GPBG8RJSDIRN3PGFKR3FP266XLI,SAP,"2,00,50,62,00,72,422",20050620,SAP,"2,00,50,60,80,73,126",20050608,"2,00,50,62,00,72,422"
6KW75R1IPGQ7SLPI4QA42K61K,D,0PD_IS01,,REP,0PD_I02_Q0003,ACT,X,GPCYICDAEJJVRNZIJXXBQRUXDP2,SAP,"2,00,50,72,51,41,649",20050725,SAP,"2,00,50,60,81,20,634",20050608,"2,00,50,72,51,41,649"
5S4ZKJVL79NAYNRLWYVODZK48,D,0PD_CONCEPT,,REP,0PD_I02_Q0002,ACT,H,GPCEPXH5HVBCCT6OHG8WQXZZUS6,SAP,"2,00,50,72,71,41,117",20050727,SAP,"2,00,50,62,31,34,935",20050623,"2,00,50,72,71,41,117"
9MAXJNTFVUHTWMTEZ4TR4Q8IF,D,0PD_CONCEPT,,REP,0PD_I02_Q0001,ACT,H,GP9AAWV9TS36A4KPFOCR65F6DNA,SAP,"2,00,50,72,51,31,434",20050725,SAP,"2,00,50,53,11,23,347",20050531,"2,00,50,72,51,31,434"
46VVI5FBKUL4M7VGUY1OHHSWO,D,0PD_IDEA,,REP,0PD_I01_Q0011,INA,H,,SAP,0,0,SAP,"2,00,50,60,61,10,401",20050606,0
3S5VR2I33QWTD6RG8GZAZF0YE,D,0PD_IDEA,,REP,0PD_I01_Q0010,INA,H,,SAP,0,0,SAP,"2,00,50,40,80,81,023",20050408,0
D7OGIYG386ZLN3JCTO4NDMOBB,D,0PD_IDEA,,REP,0PD_I01_Q0006,INA,H,,SAP,0,0,SAP,"2,00,50,40,71,70,334",20050407,0
EK7J8OH45FA2VJWQ5SOJGX3TJ,D,0PD_IDEA,,REP,0PD_I01_Q0005,ACT,H,GP4O65KWMM5ROI7JFFPUSBXBLAU,SAP,"2,00,50,72,51,32,127",20050725,SAP,"2,00,50,62,31,34,710",20050623,"2,00,50,72,51,32,127"
E5RS0T25QZY82K45J4GYDD4M0,D,0PD_IDEA,,REP,0PD_I01_Q0004,ACT,H,GPBJQEH2YC5D4DXHU1Q4BTJZ8NQ,SAP,"2,00,50,72,80,84,432",20050728,SAP,"2,00,50,51,91,25,326",20050519,"2,00,50,72,80,84,432"
CBP9FI9R85ZFM8GQXPHQ9C6MW,D,0PD_IDEA,,REP,0PD_I01_Q0003,ACT,H,GP77PSH2KHVP1NCYS7GF6LPTI1I,SAP,"2,00,50,72,51,31,644",20050725,SAP,"2,00,50,60,21,65,531",20050602,"2,00,50,72,51,31,644"
DKG7R22Q8AUITKKCUTJY661ZS,D,0PD_IDEA,,REP,0PD_I01_Q0002,ACT,H,GP3GMCR9PZ4KU4TUTBCNB9FGDXY,SAP,"2,00,50,72,11,30,247",20050721,SAP,"2,00,50,51,91,25,204",20050519,"2,00,50,72,11,30,247"
2DXQB6ZHPDBVT3VLA7SJYBL3S,D,0PD_IDEA,,REP,0PD_I01_Q0001,INA,H,GP7B0548VS4LPROXET8KWFP8DXY,SAP,"2,00,50,70,40,72,759",20050704,SAP,"2,00,50,60,91,34,159",20050609,"2,00,50,70,40,72,759"
470TDXICF9ETTPH6A3RZEQ51B,D,0PCCP_M30,,REP,0PCCP_M30_Q0001,ACT,X,GP46YYG1EA4FVNHWKEK9WT5K35R,SAP,"2,00,70,90,40,63,814",20070904,SAP,"2,00,70,90,40,65,702",20070904,"2,00,70,90,40,65,707"
46ZJOMLV340PRKJU9HS2H04QM,D,0PCCP_M20,,REP,0PCCP_M20_Q0001,ACT,X,GP47SG32JAFV971YPABR1QJ425N,SAP,"2,00,71,11,31,32,114",20071113,SAP,"2,00,70,90,31,43,344",20070903,"2,00,71,11,31,32,114"
470GXAQZXV6SURFE84KY4F46J,D,0PCCP_M10,,REP,0PCCP_M10_Q0001,ACT,X,GP47B9JFUCV5GZJN40TW5V4NAPR,SAP,"2,00,70,93,00,43,006",20070930,SAP,"2,00,70,91,31,32,541",20070913,"2,00,70,93,00,43,006"
77N3JASKKL18827Z9F9DXFCRF,D,0PCA_MP01,,REP,0PCA_MP01_Q0004,INA,H,,SAP,0,0,SAP,"2,00,60,20,90,82,747",20060209,0
69JH5ZF2MH6HXBAZUVX0G926Z,D,0PCA_MP01,,REP,0PCA_MP01_Q0003,INA,H,,SAP,0,0,SAP,"2,00,60,20,90,82,723",20060209,0
4Q4LBCFMYJX26UKEBRHEJUC0R,D,0PCA_MP01,,REP,0PCA_MP01_Q0002,INA,H,,SAP,0,0,SAP,"2,00,60,20,90,82,648",20060209,0
3D3VWPBZERVMVWDHFM6D6EJBV,D,0PCA_MP01,,REP,0PCA_MP01_Q0001,INA,H,,SAP,0,0,SAP,"2,00,60,20,90,82,617",20060209,0
9GDPB17RNI57KVB8214O6M08B,D,0PCA_MC01,,REP,0PCA_MC01_Q0001,ACT,H,GP4PA00GW3LR9C7YBBRU42MD95K,SAP,"2,00,50,71,41,42,442",20050714,SAP,"2,00,50,70,81,32,333",20050708,"2,00,50,71,41,42,442"
CBHMM5J6N7IDJZDT3732QOYUR,D,0PCA_C02,,REP,0PCA_C02_Q0001,ACT,X,GP613GB0WXPAK1T07CPH7G9DTHJ,SAP,"1,99,90,90,90,95,314",19990909,SAP,"1,99,90,90,90,95,314",19990909,0
7DIQT5MX4NOERT0OL7YV6VD60,D,0PCA_C01,,REP,0PCA_C01_Q1001,ACT,H,GPCRNDPD9GACAS1XXJGFHITZTZM,SAP,"2,00,10,72,41,42,452",20010724,SAP,"2,00,10,72,41,42,815",20010724,0
364OR7S29RGES7Y9RXN4SIWYJ,D,0PCA_C01,,REP,0PCA_C01_Q0103,INA,H,GPDT4O2UE7AXNKO8COHSDNR6PEN,SAP,"2,00,50,71,51,32,958",20050715,SAP,"2,00,50,71,51,32,924",20050715,"2,00,50,71,51,32,958"
4NEJO3FERFA6K8S4JOJG2NCYJ,D,0PCA_C01,,REP,0PCA_C01_Q0102,INA,H,GP9LRLM4AKWFKZEORWNFWN2ETY7,SAP,"2,00,50,71,51,25,935",20050715,SAP,"2,00,50,71,51,25,852",20050715,"2,00,50,71,51,25,935"
ES93OETN9EVUONW5U0VLVVIOR,D,0PCA_C01,,REP,0PCA_C01_Q0101,INA,H,GP3SYIMJQV36U80R05MX7QYG9B3,SAP,"2,00,50,71,51,33,144",20050715,SAP,"2,00,50,71,51,33,114",20050715,"2,00,50,71,51,34,043"
0MERA3332FCMAEKHP5POKYHY3,D,0PCA_C01,,REP,0PCA_C01_Q0100,INA,H,GP3BWPFW2444WUVDJNXNJK7V40V,SAP,"2,00,50,71,51,32,719",20050715,SAP,"2,00,50,71,51,32,822",20050715,"2,00,50,71,51,34,031"
2RJXCX06G94F5QFYKBUAS0Y3V,D,0PCA_C01,,REP,0PCA_C01_Q0023,INA,H,GP7IG39N1SCJTU7MONHN23MEZKO,SAP,"2,00,50,70,81,34,418",20050708,SAP,"2,00,50,40,81,04,804",20050408,"2,00,50,70,81,34,418"
EJO61LUTMBUVXMZICO3OMFC17,D,0PCA_C01,,REP,0PCA_C01_Q0022,ACT,H,GP6RCJEO9TPUZN8IXY8KUIUMIL4,SAP,"2,00,50,71,31,60,852",20050713,SAP,"2,00,50,22,51,22,638",20050225,"2,00,50,71,31,60,852"
3WHLPV7R7UVC77OSS888AD81Y,D,0PCA_C01,,REP,0PCA_C01_Q0021,INA,H,GPE0VORRDLFNMM7908CD7WI147S,SAP,"2,00,50,70,81,33,345",20050708,SAP,"2,00,50,50,40,72,527",20050504,"2,00,50,70,81,33,345"
7JLIN1SNQLASMJ3KLCQ5BKGQ3,D,0PCA_C01,,REP,0PCA_C01_Q0018,ACT,H,GP3RU4UJAFXD2XN2XR54VF7U0FD,SAP,"2,00,40,13,01,22,242",20040130,SAP,"2,00,40,12,21,10,246",20040122,"2,00,40,13,01,22,242"
6KF8D4L1NC4XXFEF5MSLXXIG9,D,0PCA_C01,,REP,0PCA_C01_Q0017,ACT,H,GP2TWIIV4OWDUB6BN37O26REK6J,SAP,"2,00,40,20,31,65,343",20040203,SAP,"2,00,40,20,31,65,323",20040203,"2,00,40,20,31,65,343"
C8YHRI8D8ANA0JGC7RTMYOFPJ,D,0PCA_C01,,REP,0PCA_C01_Q0016,ACT,X,GP0ED5E2Q6PTZCTC4J5BS8ZUMBR,SAP,"1,99,90,71,91,44,904",19990719,SAP,"1,99,90,71,91,44,905",19990719,0
82LW9UNNWILW0Z9Y83Z6PTEH3,D,0PCA_C01,,REP,0PCA_C01_Q0015,ACT,X,GP8CLC9FK6UI1OYNCOQNJXOZHJB,SAP,"1,99,90,72,21,14,851",19990722,SAP,"1,99,90,72,21,14,851",19990722,0
5R4DL656P87LTYW4D189JKWHF,D,0PCA_C01,,REP,0PCA_C01_Q0012,ACT,X,GPDLEBRA4ABPTNJDXWQE50HKZ2F,SAP,"1,99,90,90,30,83,630",19990903,SAP,"1,99,90,90,30,83,630",19990903,0
DA2CZ6DAWUNV0ILGLSOOYT8YN,D,0PCA_C01,,REP,0PCA_C01_Q0010,ACT,X,GP8PD3RLXZ1E6BHPJRKG1SBYFT3,SAP,"1,99,90,72,01,00,958",19990720,SAP,"1,99,90,72,01,00,958",19990720,0
63PYN4DU7W3Y3HP7UHANUNP0Z,D,0PCA_C01,,REP,0PCA_C01_Q0009,ACT,X,GPB69EKM1D01IH6DXVKVF2JX18N,SAP,"1,99,90,90,81,31,214",19990908,SAP,"1,99,90,90,81,35,644",19990908,0
DMDWNW1QMHI4J14CBEID1RREB,D,0PCA_C01,,REP,0PCA_C01_Q0008,ACT,X,GP817JT8KBUDWXEIMYKE5A3ZKW7,SAP,"1,99,90,71,90,72,945",19990719,SAP,"1,99,90,71,90,72,945",19990719,0
97OPBAIHCOEH2F8STFKOPZGQB,D,0PCA_C01,,REP,0PCA_C01_Q0007,ACT,X,GP1TN7MW14HMPFK1HT0RE25PTON,SAP,"1,99,90,51,91,43,201",19990519,SAP,"1,99,90,71,61,43,737",19990716,0
0T1KA426KH78O1D2LWWD423XV,D,0PCA_C01,,REP,0PCA_C01_Q0006,INA,H,,SAP,0,0,SAP,"2,00,00,40,60,93,815",20000406,0
24WP5092PK30UG18HX51V2B8Z,D,0PCA_C01,,REP,0PCA_C01_Q0005,INA,H,,SAP,0,0,SAP,"2,00,00,40,60,93,537",20000406,0
DDTSWUPDXFRGP9HD9WD6KMMPF,D,0PCA_C01,,REP,0PCA_C01_Q0004,ACT,X,GP05S5B969G8WPPOH9PFRXCR4HZ,SAP,"1,99,90,90,20,92,118",19990902,SAP,"1,99,90,90,20,92,119",19990902,0
A8U3WJ9Y0OPXU2WVT4HCTMZ5F,D,0PCA_C01,,REP,0PCA_C01_Q0003,ACT,X,GP7LKB1XHR3ELVATQOKY8YH1CP3,SAP,"1,99,90,71,61,25,614",19990716,SAP,"1,99,90,71,61,25,614",19990716,0
C85K0ONANI0OCCIJ47BJA7NG3,D,0PCA_C01,,REP,0PCA_C01_Q0001,ACT,X,GPD4FEZ68IIP9I02PR3XFBTGSXZ,SAP,"1,99,90,71,61,24,557",19990716,SAP,"1,99,90,71,61,25,149",19990716,0
46Z5HYMRMHOSJDKS53WB2A6SR,D,0PC_M10,,SOB,0PC_M10_RK007,INA,X,,SAP,0,0,SAP,"2,00,70,90,31,32,359",20070903,0
46YXYAKH6MFGFB299V7KY6VB3,D,0PC_M10,,REP,0PC_M10_Q0004,INA,H,GP49ZOOFSLB2S89XUGJH9G9657B,SAP,"2,00,80,60,30,65,557",20080603,SAP,"2,00,70,90,31,31,201",20070903,"2,00,80,60,30,65,557"
46XT3W6QCJZZQL61ODEH21GBV,D,0PC_M10,,REP,0PC_M10_Q0003,INA,H,GP49ZONPC3ZW0C4AUSFX75MEKEV,SAP,"2,00,80,60,30,65,449",20080603,SAP,"2,00,70,82,90,90,816",20070829,"2,00,80,60,30,65,449"
46YDFCF6AS26KX7QXAIJRHJWF,D,0PC_M10,,REP,0PC_M10_Q0002,INA,H,GP49ZOMYNY5QMQG1BO6J2IPL0WN,SAP,"2,00,80,60,30,65,347",20080603,SAP,"2,00,70,91,11,30,247",20070911,"2,00,80,60,30,65,347"
46V44JTEELEXNK6VVXZW5I8LA,D,0PC_M10,,REP,0PC_M10_Q0001,INA,H,GP49ZOM6PP5TMVO0JUY4JU4FP3R,SAP,"2,00,80,60,30,65,206",20080603,SAP,"2,00,70,91,11,30,901",20070911,"2,00,80,60,30,65,206"
1VUY2UHDL8VFHLQM16HQCEQMB,D,0PC_C01,,REP,0PC_C01_Q050_SCOR,ACT,H,GP8SVWGEILYF7WIRJ9PFFRARE5X,SAP,"2,00,10,71,60,80,836",20010716,SAP,"2,00,10,71,60,82,225",20010716,0
052YCRVG4MYOMFX4UJESC18RK,D,0PC_C01,,REP,0PC_C01_Q0045,INA,H,GPBX9IC1S36OVL9VGAVKP3LWQE8,SAP,"2,00,00,82,11,21,544",20000821,SAP,"2,00,00,82,11,21,734",20000821,0
5I68PGX46AYZUJLTAWHHQC7FK,D,0PC_C01,,REP,0PC_C01_Q0044,INA,H,GP8GQK42YSRE0J14PVXTXNUIDGG,SAP,"2,00,00,81,10,95,633",20000811,SAP,"2,00,00,81,10,95,755",20000811,0
8W9GL4UH2PS3HR2RWHJ3P1A5C,D,0PC_C01,,REP,0PC_C01_Q0043,INA,H,GP0TPWE2ZOSAC282IT1L33I4NMO,SAP,"2,00,00,81,11,00,006",20000811,SAP,"2,00,00,81,11,00,909",20000811,0
7Q8HSP1ZHBS1GXCAEJK4MJ3J4,D,0PC_C01,,REP,0PC_C01_Q0042,INA,H,,SAP,0,0,SAP,"2,00,00,83,01,44,842",20000830,0
BADFVNOHH9SF30N2NP09DJE00,D,0PC_C01,,REP,0PC_C01_Q0041,INA,H,GPCALSEB0KSRDTIXQM9W25P1BQ8,SAP,"2,00,00,81,00,81,232",20000810,SAP,"2,00,00,81,00,81,415",20000810,0
BKH0DDKIGPQ8QX9565K756U1S,D,0PC_C01,,REP,0PC_C01_Q0040,INA,H,GPCMU31CV75L2BC0J900BMB0EXS,SAP,"2,00,00,81,00,71,428",20000810,SAP,"2,00,00,81,00,71,601",20000810,0
0XJTJF54K6ZZ4UBVB5RCTPGV4,D,0PC_C01,,REP,0PC_C01_Q0039,INA,H,GP9FNG02JFCVJFYUGFBC22FBGDC,SAP,"2,00,00,81,11,05,528",20000811,SAP,"2,00,00,81,11,24,058",20000811,0
DH3T2L6VCJLS5FWUA6LZP72QO,D,0PC_C01,,REP,0PC_C01_Q0038,INA,H,GPBFNH0PWDWSKI9VGDCF5DI7F6O,SAP,"2,00,00,80,91,41,550",20000809,SAP,"2,00,00,80,91,43,013",20000809,0
7RUQ6HKIUXTTC9BH06IXVGHB4,D,0PC_C01,,REP,0PC_C01_Q0037,INA,H,GP7CAW2C1P34VFBMBHTS6UC176O,SAP,"2,00,00,80,91,30,559",20000809,SAP,"2,00,00,80,91,31,352",20000809,0
AKP7ZRJ22ZXG5Q7XJZIITK5NK,D,0PC_C01,,REP,0PC_C01_Q0036,INA,H,GP0WVG8DMX45KOVD8T3QJUPVEZK,SAP,"2,00,00,80,90,62,922",20000809,SAP,"2,00,00,80,90,63,104",20000809,0
D88SBDA05G1V43TZK7MT4RS0W,D,0PC_C01,,REP,0PC_C01_Q0035,INA,H,GP031KY5K3POWAO8F4O8GAPB1R4,SAP,"2,00,00,80,90,65,710",20000809,SAP,"2,00,00,80,91,52,253",20000809,0
1QRVKWUU1EBR8SH2AG39Q0YW0,D,0PC_C01,,REP,0PC_C01_Q0034,ACT,H,GP0W5YS0U5JVP5ESVUBZ3KZMK5Y,SAP,"2,00,11,21,81,53,433",20011218,SAP,"2,00,11,21,81,54,440",20011218,0
7WETEM1L3BZIK3Z3BI65RQLK0,D,0PC_C01,,REP,0PC_C01_Q0033,ACT,H,GPAGTAXB8JAGUPAYF4R89TJ3KVE,SAP,"2,00,11,13,00,95,503",20011130,SAP,"2,00,11,13,01,00,339",20011130,0
DTHY9P9H93LLUXKBURXN49QJK,D,0PC_C01,,REP,0PC_C01_Q0032,INA,H,GP3A8QOPIKZ5ZKIQVS0Z3GDVSF4,SAP,"2,00,00,80,91,00,424",20000809,SAP,"2,00,00,81,01,40,934",20000810,0
DX1ADQ0H73J9XCV5RUTZ79MSG,D,0PC_C01,,REP,0PC_C01_Q0031,INA,H,GPEQA9XTDA62722CE4H6JB2NVS0,SAP,"2,00,00,81,01,35,823",20000810,SAP,"2,00,00,81,01,40,010",20000810,0
9BICXGRKG5RVJI58XRHMN6HSW,D,0PC_C01,,REP,0PC_C01_Q0030,INA,H,GP2LUCGKOOZ804R39WRKDLQBRMO,SAP,"2,00,00,81,10,74,528",20000811,SAP,"2,00,00,81,10,74,711",20000811,0
3XXOI287BTQKCMXM2QAMPMJS0,D,0PC_C01,,REP,0PC_C01_Q0029,INA,H,GPBG39NRXX30KCEWCKQEMXNSTCW,SAP,"2,00,00,81,10,64,905",20000811,SAP,"2,00,00,81,10,75,103",20000811,0
DHEJA1XA6AU90OS495RZ87VDS,D,0PC_C01,,REP,0PC_C01_Q0028,INA,H,GPABRZSTS4BFXQBGJYKX1APONMO,SAP,"2,00,00,81,00,83,245",20000810,SAP,"2,00,00,91,11,23,311",20000911,0
A33LST0D1SOO0YC01A4MPWWPS,D,0PC_C01,,REP,0PC_C01_Q0026,INA,H,GPAVDNQHKVNOCRRDTI8MLNHM4RK,SAP,"2,00,00,81,00,63,318",20000810,SAP,"2,00,00,81,00,64,642",20000810,0
2JOOMPCJ6GUO0MY9GLKY41OKG,D,0PC_C01,,REP,0PC_C01_Q0025,ACT,H,GP7PV4ZLUDSFW3U0BXR1N8V1UI4,SAP,"2,00,20,11,61,82,649",20020116,SAP,"2,00,20,11,61,83,902",20020116,0
2B5H8Y4NW26ZMOHU28X2YSGWW,D,0PC_C01,,REP,0PC_C01_Q0024,INA,H,GP2767M2JN9OJS0VAREHQZA7LI8,SAP,"2,00,00,81,00,72,854",20000810,SAP,"2,00,00,81,00,74,011",20000810,0
1OZJS0HKZ45SYUO56PS703VWP,D,0PC_C01,,REP,0PC_C01_Q0023,INA,H,GP4HWDCSGTVRAUEOVK7OPJPJ0KG,SAP,"2,00,00,80,91,40,457",20000809,SAP,"2,00,00,80,91,40,900",20000809,0
